transaction_id,timestamp,bank,card_type,merchant_category,customer_tier,amount,currency,is_international,status,latency_ms,error_code
TXN00026,2026-01-31 00:14:58.560,Axis,Corporate,E-commerce,VIP,1101.58,INR,False,SUCCESS,211,
TXN00027,2026-01-31 00:15:33.120,Kotak,Credit,Travel,VIP,494.57,INR,False,SUCCESS,311,
TXN00028,2026-01-31 00:16:07.680,SBI,Debit,E-commerce,Regular,1939.21,INR,False,SUCCESS,343,
TXN00029,2026-01-31 00:16:42.240,Axis,Credit,Travel,New,434.36,INR,False,SUCCESS,219,
TXN00030,2026-01-31 00:17:16.800,SBI,Rewards,Food,Regular,69.79,INR,False,SUCCESS,330,
TXN00031,2026-01-31 00:17:51.360,Axis,Corporate,Utilities,New,6.37,EUR,True,SUCCESS,231,
TXN00032,2026-01-31 00:18:25.920,HDFC,Debit,Utilities,New,350.78,INR,False,SUCCESS,130,
TXN00033,2026-01-31 00:19:00.480,SBI,Credit,Travel,New,1628.24,INR,False,SUCCESS,385,
TXN00034,2026-01-31 00:19:35.040,ICICI,Corporate,Travel,VIP,802.42,INR,False,FAILED,775,FRAUD_CHECK_TIMEOUT
TXN00035,2026-01-31 00:20:09.600,Kotak,Debit,E-commerce,New,1135.18,INR,False,SUCCESS,185,
TXN00036,2026-01-31 00:20:44.160,HDFC,Credit,Travel,Regular,1134.96,INR,False,SUCCESS,403,
TXN00037,2026-01-31 00:21:18.720,Axis,Debit,Travel,Regular,825.98,INR,False,SUCCESS,3599,
TXN00038,2026-01-31 00:21:53.280,Axis,Rewards,Utilities,New,2971.88,INR,False,SUCCESS,50,
TXN00039,2026-01-31 00:22:27.840,Kotak,Corporate,Travel,VIP,1640.5,INR,False,FAILED,862,FRAUD_CHECK_TIMEOUT
TXN00040,2026-01-31 00:23:02.400,Kotak,Debit,Food,VIP,669.16,INR,False,SUCCESS,259,
TXN00041,2026-01-31 00:23:36.960,Kotak,Credit,E-commerce,New,173.33,INR,False,FAILED,468,RISK_THRESHOLD_EXCEEDED
TXN00042,2026-01-31 00:24:11.520,Kotak,Debit,Travel,Regular,1131.08,INR,False,SUCCESS,397,
TXN00043,2026-01-31 00:24:46.080,SBI,Debit,E-commerce,Regular,561.5,INR,False,SUCCESS,169,
TXN00044,2026-01-31 00:25:20.640,ICICI,Rewards,Travel,New,568.97,INR,False,SUCCESS,341,
TXN00045,2026-01-31 00:25:55.200,Axis,Credit,Food,Regular,1105.7,INR,False,SUCCESS,197,
TXN00046,2026-01-31 00:26:29.760,HDFC,Debit,Utilities,New,1281.58,INR,False,SUCCESS,259,
TXN00047,2026-01-31 00:27:04.320,HDFC,Credit,Food,VIP,1844.85,INR,False,SUCCESS,179,
TXN00048,2026-01-31 00:27:38.880,SBI,Rewards,Food,VIP,654.0,INR,False,FAILED,189,SERVICE_UNAVAILABLE
TXN00049,2026-01-31 00:28:13.440,ICICI,Debit,Food,New,263.6,INR,False,SUCCESS,279,
TXN00050,2026-01-31 00:28:48.000,ICICI,Debit,E-commerce,New,1047.42,INR,False,SUCCESS,250,
TXN00051,2026-01-31 00:29:22.560,Kotak,Credit,Food,VIP,704.56,INR,False,SUCCESS,108,
TXN00052,2026-01-31 00:29:57.120,Kotak,Corporate,Food,VIP,607.12,INR,False,SUCCESS,215,
TXN00053,2026-01-31 00:30:31.680,ICICI,Debit,E-commerce,Regular,447.38,INR,False,SUCCESS,233,
TXN00054,2026-01-31 00:31:06.240,ICICI,Credit,Utilities,New,1174.36,INR,False,FAILED,148,CARD_BLOCKED
TXN00055,2026-01-31 00:31:40.800,HDFC,Debit,Travel,New,977.4,INR,False,SUCCESS,3512,
TXN00056,2026-01-31 00:32:15.360,SBI,Corporate,Travel,VIP,1044.48,INR,False,FAILED,1075,FRAUD_CHECK_TIMEOUT
TXN00057,2026-01-31 00:32:49.920,HDFC,Rewards,Travel,New,183.13,INR,False,SUCCESS,247,
TXN00058,2026-01-31 00:33:24.480,Axis,Credit,Travel,VIP,39.25,AED,True,SUCCESS,496,
TXN00059,2026-01-31 00:33:59.040,Axis,Debit,Travel,New,728.76,INR,False,SUCCESS,280,
TXN00060,2026-01-31 00:34:33.600,Axis,Credit,Food,VIP,826.72,INR,False,FAILED,262,SUSPICIOUS_ACTIVITY
TXN00061,2026-01-31 00:35:08.160,Axis,Credit,Travel,Regular,33.93,SGD,True,FAILED,274,INSUFFICIENT_FUNDS
TXN00062,2026-01-31 00:35:42.720,SBI,Credit,E-commerce,New,1600.48,INR,False,SUCCESS,159,
TXN00063,2026-01-31 00:36:17.280,HDFC,Rewards,Food,New,2610.96,INR,False,SUCCESS,109,
TXN00064,2026-01-31 00:36:51.840,Kotak,Rewards,E-commerce,VIP,1359.3,INR,False,SUCCESS,469,
TXN00065,2026-01-31 00:37:26.400,Kotak,Rewards,E-commerce,VIP,384.83,INR,False,SUCCESS,193,
TXN00066,2026-01-31 00:38:00.960,ICICI,Corporate,E-commerce,Regular,920.54,INR,False,SUCCESS,199,
TXN00067,2026-01-31 00:38:35.520,HDFC,Corporate,E-commerce,New,245.85,INR,False,SUCCESS,256,
TXN00068,2026-01-31 19:57:00.000,ICICI,Debit,Travel,New,10.54,EUR,True,FAILED,300,SERVICE_UNAVAILABLE
TXN00069,2026-01-31 00:39:44.640,Kotak,Rewards,E-commerce,New,407.36,INR,False,SUCCESS,404,
TXN00070,2026-01-31 00:40:19.200,SBI,Credit,Utilities,VIP,98.49,INR,False,SUCCESS,50,
TXN00071,2026-01-31 00:40:53.760,Axis,Credit,Food,Regular,17.92,EUR,True,SUCCESS,126,
TXN00072,2026-01-31 00:41:28.320,Axis,Rewards,Utilities,Regular,12.24,USD,True,SUCCESS,380,
TXN00073,2026-01-31 00:42:02.880,Axis,Credit,E-commerce,Regular,234.92,INR,False,SUCCESS,268,
TXN00074,2026-01-31 15:50:00.000,HDFC,Rewards,Utilities,New,6574.77,INR,False,FAILED,432,RISK_THRESHOLD_EXCEEDED
TXN00075,2026-01-31 00:43:12.000,SBI,Debit,E-commerce,VIP,315.98,INR,False,SUCCESS,117,
TXN00076,2026-01-31 00:43:46.560,HDFC,Corporate,Utilities,New,1290.51,INR,False,SUCCESS,279,
TXN00077,2026-01-31 00:44:21.120,Axis,Corporate,Utilities,VIP,1038.6,INR,False,SUCCESS,284,
TXN00078,2026-01-31 00:44:55.680,HDFC,Corporate,Travel,VIP,493.35,INR,False,FAILED,560,SLOW_RESPONSE
TXN00079,2026-01-31 00:45:30.240,Axis,Debit,Travel,VIP,1074.59,INR,False,FAILED,700,FRAUD_CHECK_TIMEOUT
TXN00080,2026-01-31 00:46:04.800,Kotak,Rewards,Utilities,New,3781.42,INR,False,SUCCESS,297,
TXN00081,2026-01-31 00:46:39.360,Axis,Corporate,Travel,New,327.73,INR,False,SUCCESS,315,
TXN00082,2026-01-31 00:47:13.920,SBI,Rewards,Utilities,New,389.74,INR,False,SUCCESS,328,
TXN00083,2026-01-31 00:47:48.480,ICICI,Credit,Food,Regular,2147.61,INR,False,SUCCESS,167,
TXN00084,2026-01-31 00:48:23.040,SBI,Credit,Travel,Regular,1837.09,INR,False,SUCCESS,291,
TXN00085,2026-01-31 00:48:57.600,HDFC,Corporate,Utilities,Regular,1640.71,INR,False,SUCCESS,439,
TXN00086,2026-01-31 00:49:32.160,SBI,Corporate,Utilities,New,698.49,INR,False,FAILED,487,DECLINED
TXN00087,2026-01-31 00:50:06.720,Kotak,Corporate,Utilities,VIP,6.68,SGD,True,SUCCESS,168,
TXN00088,2026-01-31 00:50:41.280,Axis,Corporate,Travel,Regular,799.16,INR,False,SUCCESS,284,
TXN00089,2026-01-31 00:51:15.840,HDFC,Corporate,Food,New,1060.6,INR,False,SUCCESS,332,
TXN00090,2026-01-31 00:51:50.400,SBI,Corporate,Travel,New,858.89,INR,False,SUCCESS,395,
TXN00091,2026-01-31 00:52:24.960,Kotak,Debit,E-commerce,New,687.81,INR,False,SUCCESS,522,
TXN00092,2026-01-31 00:52:59.520,SBI,Debit,Food,Regular,1402.16,INR,False,SUCCESS,164,
TXN00093,2026-01-31 00:53:34.080,SBI,Debit,Food,VIP,59.76,INR,False,FAILED,456,DECLINED
TXN00094,2026-01-31 00:54:08.640,Kotak,Debit,Food,VIP,8.53,USD,True,SUCCESS,321,
TXN00095,2026-01-31 00:54:43.200,HDFC,Debit,Travel,VIP,1241.19,INR,False,FAILED,275,CARD_BLOCKED
TXN00096,2026-01-31 00:55:17.760,SBI,Credit,Utilities,New,431.73,INR,False,SUCCESS,98,
TXN00097,2026-01-31 00:55:52.320,Axis,Rewards,Food,VIP,594.68,INR,False,SUCCESS,335,
TXN00098,2026-01-31 00:56:26.880,HDFC,Credit,Food,VIP,1008.79,INR,False,SUCCESS,125,
TXN00099,2026-01-31 00:57:01.440,Kotak,Corporate,Utilities,New,976.31,INR,False,SUCCESS,288,
TXN00100,2026-01-31 00:57:36.000,SBI,Debit,Food,New,419.12,INR,False,SUCCESS,265,
TXN00101,2026-01-31 00:58:10.560,HDFC,Rewards,Utilities,New,16.92,AUD,True,SUCCESS,135,
TXN00102,2026-01-31 00:58:45.120,ICICI,Debit,Utilities,Regular,1131.69,INR,False,SUCCESS,306,
TXN00103,2026-01-31 00:59:19.680,Axis,Credit,Utilities,VIP,2021.67,INR,False,SUCCESS,355,
TXN00104,2026-01-31 00:59:54.240,ICICI,Corporate,Utilities,Regular,282.34,INR,False,SUCCESS,156,
TXN00105,2026-01-31 01:00:28.800,ICICI,Credit,E-commerce,Regular,1283.4,INR,False,SUCCESS,301,
TXN00106,2026-01-31 01:01:03.360,Axis,Corporate,Food,VIP,1283.41,INR,False,SUCCESS,635,
TXN00107,2026-01-31 01:01:37.920,SBI,Rewards,Travel,VIP,10.52,INR,False,FAILED,370,DECLINED
TXN00108,2026-01-31 01:02:12.480,ICICI,Debit,Travel,VIP,1823.36,INR,False,SUCCESS,315,
TXN00109,2026-01-31 01:02:47.040,Kotak,Credit,Utilities,New,660.52,INR,False,SUCCESS,325,
TXN00110,2026-01-31 01:03:21.600,HDFC,Debit,Food,VIP,458.05,INR,False,SUCCESS,226,
TXN00111,2026-01-31 01:03:56.160,Kotak,Rewards,Utilities,New,576.48,INR,False,SUCCESS,258,
TXN00112,2026-01-31 01:04:30.720,Kotak,Rewards,Food,New,5415.19,INR,False,SUCCESS,63,
TXN00113,2026-01-31 01:05:05.280,SBI,Debit,Travel,Regular,1471.8,INR,False,SUCCESS,88,
TXN00114,2026-01-31 01:05:39.840,SBI,Credit,Travel,New,582.71,INR,False,SUCCESS,358,
TXN00115,2026-01-31 01:06:14.400,Kotak,Rewards,E-commerce,VIP,894.85,INR,False,SUCCESS,142,
TXN00116,2026-01-31 01:06:48.960,ICICI,Debit,Travel,Regular,479.62,INR,False,SUCCESS,2223,
TXN00117,2026-01-31 01:07:23.520,SBI,Corporate,E-commerce,VIP,1463.98,INR,False,SUCCESS,176,
TXN00118,2026-01-31 01:07:58.080,Axis,Rewards,Travel,VIP,1010.7,INR,False,SUCCESS,254,
TXN00119,2026-01-31 01:08:32.640,HDFC,Debit,Utilities,Regular,504.7,INR,False,SUCCESS,464,
TXN00120,2026-01-31 01:09:07.200,HDFC,Credit,Travel,New,1411.45,INR,False,SUCCESS,50,
TXN00121,2026-01-31 01:09:41.760,Kotak,Corporate,Travel,New,11.84,USD,True,SUCCESS,183,
TXN00122,2026-01-31 15:35:00.000,HDFC,Rewards,Food,Regular,8821.78,INR,False,FAILED,801,RISK_THRESHOLD_EXCEEDED
TXN00123,2026-01-31 01:10:50.880,HDFC,Credit,Travel,Regular,775.45,INR,False,SUCCESS,300,
TXN00124,2026-01-31 01:11:25.440,SBI,Debit,Travel,VIP,1699.08,INR,False,FAILED,832,FRAUD_CHECK_TIMEOUT
TXN00125,2026-01-31 01:12:00.000,Axis,Rewards,E-commerce,VIP,650.43,INR,False,SUCCESS,202,
TXN00126,2026-01-31 01:12:34.560,Axis,Debit,Travel,Regular,504.0,INR,False,SUCCESS,426,
TXN00127,2026-01-31 01:13:09.120,SBI,Corporate,E-commerce,New,1175.23,INR,False,SUCCESS,123,
TXN00128,2026-01-31 01:13:43.680,SBI,Debit,E-commerce,VIP,21.26,USD,True,FAILED,239,DECLINED
TXN00129,2026-01-31 01:14:18.240,Kotak,Rewards,Utilities,VIP,1941.49,INR,False,SUCCESS,98,
TXN00130,2026-01-31 01:14:52.800,Axis,Rewards,Utilities,Regular,577.0,INR,False,SUCCESS,376,
TXN00131,2026-01-31 01:15:27.360,ICICI,Rewards,E-commerce,VIP,5.31,EUR,True,SUCCESS,294,
TXN00132,2026-01-31 01:16:01.920,Kotak,Debit,Food,New,1579.63,INR,False,SUCCESS,2717,
TXN00133,2026-01-31 01:16:36.480,SBI,Credit,E-commerce,Regular,47.88,INR,False,FAILED,165,DECLINED
TXN00134,2026-01-31 01:17:11.040,HDFC,Corporate,Food,Regular,63.58,INR,False,FAILED,282,DECLINED
TXN00135,2026-01-31 01:17:45.600,SBI,Rewards,Utilities,New,694.49,INR,False,SUCCESS,125,
TXN00136,2026-01-31 01:18:20.160,Axis,Debit,Utilities,VIP,3137.45,INR,False,SUCCESS,106,
TXN00137,2026-01-31 01:18:54.720,Axis,Debit,Utilities,Regular,597.77,INR,False,SUCCESS,263,
TXN00138,2026-01-31 01:19:29.280,Kotak,Corporate,Utilities,VIP,2692.58,INR,False,SUCCESS,106,
TXN00139,2026-01-31 01:20:03.840,ICICI,Corporate,Utilities,VIP,2155.48,INR,False,SUCCESS,4580,
TXN00140,2026-01-31 01:20:38.400,SBI,Credit,Food,New,856.99,INR,False,SUCCESS,3671,
TXN00141,2026-01-31 01:21:12.960,HDFC,Corporate,E-commerce,New,7.36,AUD,True,SUCCESS,296,
TXN00142,2026-01-31 01:21:47.520,ICICI,Rewards,Utilities,Regular,996.73,INR,False,SUCCESS,189,
TXN00143,2026-01-31 01:22:22.080,Kotak,Credit,Utilities,VIP,898.82,INR,False,FAILED,246,SLOW_RESPONSE
TXN00144,2026-01-31 01:22:56.640,SBI,Debit,Food,Regular,930.81,INR,False,SUCCESS,316,
TXN00145,2026-01-31 01:23:31.200,ICICI,Debit,Food,New,3023.14,INR,False,SUCCESS,126,
TXN00146,2026-01-31 01:24:05.760,Axis,Credit,Utilities,New,4682.85,INR,False,SUCCESS,54,
TXN00147,2026-01-31 01:24:40.320,Kotak,Corporate,Utilities,Regular,752.81,INR,False,SUCCESS,308,
TXN00148,2026-01-31 01:25:14.880,SBI,Corporate,Travel,Regular,1064.25,INR,False,SUCCESS,3937,
TXN00149,2026-01-31 01:25:49.440,SBI,Corporate,Utilities,Regular,20.54,INR,False,FAILED,325,DECLINED
TXN00150,2026-01-31 01:26:24.000,ICICI,Debit,Utilities,VIP,10.89,AUD,True,SUCCESS,191,
TXN00151,2026-01-31 01:26:58.560,SBI,Corporate,Travel,VIP,1677.26,INR,False,SUCCESS,285,
TXN00152,2026-01-31 01:27:33.120,ICICI,Corporate,E-commerce,Regular,488.29,INR,False,SUCCESS,339,
TXN00153,2026-01-31 01:28:07.680,Axis,Rewards,Utilities,New,1086.89,INR,False,SUCCESS,2280,
TXN00154,2026-01-31 01:28:42.240,ICICI,Credit,E-commerce,Regular,1628.68,INR,False,SUCCESS,312,
TXN00155,2026-01-31 01:29:16.800,HDFC,Corporate,Travel,New,437.92,INR,False,SUCCESS,193,
TXN00156,2026-01-31 01:29:51.360,HDFC,Rewards,Food,Regular,18.55,USD,True,SUCCESS,311,
TXN00157,2026-01-31 01:30:25.920,Axis,Credit,Travel,VIP,835.91,INR,False,FAILED,787,FRAUD_CHECK_TIMEOUT
TXN00158,2026-01-31 01:31:00.480,Kotak,Credit,Utilities,New,2362.25,INR,False,SUCCESS,190,
TXN00159,2026-01-31 01:31:35.040,SBI,Debit,E-commerce,VIP,92.25,INR,False,SUCCESS,168,
TXN00160,2026-01-31 01:32:09.600,Kotak,Credit,E-commerce,Regular,723.05,INR,False,FAILED,282,INSUFFICIENT_FUNDS
TXN00161,2026-01-31 01:32:44.160,ICICI,Corporate,Food,Regular,2047.26,INR,False,SUCCESS,332,
TXN00162,2026-01-31 01:33:18.720,Axis,Corporate,E-commerce,VIP,1629.53,INR,False,SUCCESS,380,
TXN00163,2026-01-31 01:33:53.280,ICICI,Rewards,E-commerce,New,864.4,INR,False,SUCCESS,318,
TXN00164,2026-01-31 01:34:27.840,HDFC,Corporate,Food,VIP,10.61,SGD,True,FAILED,3456,GATEWAY_TIMEOUT
TXN00165,2026-01-31 01:35:02.400,SBI,Rewards,Travel,New,765.95,INR,False,SUCCESS,259,
TXN00166,2026-01-31 19:31:00.000,ICICI,Debit,E-commerce,VIP,717.76,INR,False,FAILED,347,SERVICE_UNAVAILABLE
TXN00167,2026-01-31 01:36:11.520,HDFC,Rewards,Food,New,4533.03,INR,False,SUCCESS,149,
TXN00168,2026-01-31 01:36:46.080,Kotak,Rewards,Food,VIP,321.79,INR,False,SUCCESS,365,
TXN00169,2026-01-31 01:37:20.640,Axis,Rewards,Food,VIP,1601.29,INR,False,SUCCESS,312,
TXN00170,2026-01-31 01:37:55.200,SBI,Corporate,Food,VIP,61.83,AED,True,FAILED,248,SERVICE_UNAVAILABLE
TXN00171,2026-01-31 01:38:29.760,SBI,Debit,Utilities,VIP,64.13,INR,False,FAILED,190,DECLINED
TXN00172,2026-01-31 01:39:04.320,ICICI,Debit,Travel,Regular,494.48,INR,False,SUCCESS,4299,
TXN00173,2026-01-31 01:39:38.880,Kotak,Credit,E-commerce,New,1854.43,INR,False,SUCCESS,235,
TXN00174,2026-01-31 19:56:00.000,ICICI,Debit,E-commerce,VIP,306.85,INR,False,FAILED,2235,SERVICE_UNAVAILABLE
TXN00175,2026-01-31 01:40:48.000,Axis,Debit,E-commerce,VIP,657.29,INR,False,SUCCESS,291,
TXN00176,2026-01-31 01:41:22.560,Kotak,Corporate,Travel,Regular,5.96,EUR,True,SUCCESS,167,
TXN00177,2026-01-31 01:41:57.120,Kotak,Corporate,Food,VIP,1032.96,INR,False,SUCCESS,274,
TXN00178,2026-01-31 01:42:31.680,Axis,Credit,Food,VIP,566.62,INR,False,FAILED,541,DAILY_LIMIT_REACHED
TXN00179,2026-01-31 01:43:06.240,ICICI,Debit,Utilities,Regular,1023.39,INR,False,SUCCESS,105,
TXN00180,2026-01-31 01:43:40.800,Axis,Debit,Travel,New,12.13,AED,True,SUCCESS,178,
TXN00181,2026-01-31 01:44:15.360,HDFC,Rewards,Travel,VIP,716.57,INR,False,FAILED,235,FRAUD_CHECK_TIMEOUT
TXN00182,2026-01-31 01:44:49.920,Kotak,Credit,Travel,VIP,2767.01,INR,False,SUCCESS,335,
TXN00183,2026-01-31 01:45:24.480,HDFC,Rewards,Travel,VIP,11.97,SGD,True,FAILED,827,FRAUD_CHECK_TIMEOUT
TXN00184,2026-01-31 01:45:59.040,HDFC,Debit,Travel,VIP,381.16,INR,False,FAILED,730,FRAUD_CHECK_TIMEOUT
TXN00185,2026-01-31 01:46:33.600,Kotak,Rewards,E-commerce,VIP,674.73,INR,False,SUCCESS,282,
TXN00186,2026-01-31 01:47:08.160,HDFC,Debit,Utilities,Regular,4.82,EUR,True,SUCCESS,301,
TXN00187,2026-01-31 01:47:42.720,HDFC,Corporate,Travel,New,2896.99,INR,False,FAILED,376,FRAUD_CHECK_TIMEOUT
TXN00188,2026-01-31 01:48:17.280,Axis,Debit,E-commerce,Regular,779.17,INR,False,SUCCESS,290,
TXN00189,2026-01-31 01:48:51.840,HDFC,Corporate,Utilities,VIP,1476.38,INR,False,FAILED,348,CARD_BLOCKED
TXN00190,2026-01-31 01:49:26.400,SBI,Debit,Travel,Regular,1016.9,INR,False,SUCCESS,251,
TXN00191,2026-01-31 01:50:00.960,ICICI,Corporate,Food,Regular,919.08,INR,False,SUCCESS,172,
TXN00192,2026-01-31 01:50:35.520,HDFC,Credit,Utilities,Regular,866.83,INR,False,SUCCESS,299,
TXN00193,2026-01-31 01:51:10.080,Axis,Corporate,Utilities,New,2713.93,INR,False,SUCCESS,345,
TXN00194,2026-01-31 01:51:44.640,ICICI,Rewards,Travel,New,4758.95,INR,False,SUCCESS,173,
TXN00195,2026-01-31 01:52:19.200,HDFC,Corporate,E-commerce,New,75.15,AED,True,SUCCESS,268,
TXN00196,2026-01-31 01:52:53.760,Kotak,Debit,Food,New,4900.43,INR,False,SUCCESS,169,
TXN00197,2026-01-31 01:53:28.320,Axis,Debit,Food,New,434.18,INR,False,FAILED,357,EXPIRED_CARD
TXN00198,2026-01-31 01:54:02.880,SBI,Corporate,Travel,VIP,1.71,EUR,True,FAILED,153,SERVICE_UNAVAILABLE
TXN00199,2026-01-31 01:54:37.440,HDFC,Rewards,Travel,Regular,463.09,INR,False,SUCCESS,265,
TXN00200,2026-01-31 01:55:12.000,Kotak,Debit,Food,VIP,1117.27,INR,False,SUCCESS,437,
TXN00201,2026-01-31 18:25:00.000,ICICI,Debit,Utilities,New,281.68,INR,False,FAILED,196,SLOW_RESPONSE
TXN00202,2026-01-31 01:56:21.120,HDFC,Credit,E-commerce,VIP,3.94,GBP,True,SUCCESS,299,
TXN00203,2026-01-31 01:56:55.680,Axis,Corporate,Food,VIP,295.61,INR,False,SUCCESS,433,
TXN00204,2026-01-31 01:57:30.240,Kotak,Debit,E-commerce,VIP,2183.73,INR,False,SUCCESS,203,
TXN00205,2026-01-31 01:58:04.800,HDFC,Rewards,Utilities,New,215.88,INR,False,SUCCESS,385,
TXN00206,2026-01-31 01:58:39.360,Axis,Rewards,Travel,New,775.57,INR,False,SUCCESS,373,
TXN00207,2026-01-31 01:59:13.920,ICICI,Corporate,Food,VIP,237.39,INR,False,SUCCESS,190,
TXN00208,2026-01-31 01:59:48.480,HDFC,Debit,Travel,Regular,853.57,INR,False,SUCCESS,254,
TXN00209,2026-01-31 02:00:23.040,ICICI,Rewards,Food,VIP,592.99,INR,False,SUCCESS,3763,
TXN00210,2026-01-31 02:00:57.600,Axis,Credit,Food,VIP,1399.0,INR,False,FAILED,568,INSUFFICIENT_FUNDS
TXN00211,2026-01-31 02:01:32.160,Axis,Debit,Utilities,VIP,758.49,INR,False,SUCCESS,262,
TXN00212,2026-01-31 02:02:06.720,Kotak,Corporate,Utilities,Regular,1282.78,INR,False,SUCCESS,321,
TXN00213,2026-01-31 19:26:00.000,ICICI,Debit,Food,VIP,344.16,INR,False,FAILED,203,SERVICE_UNAVAILABLE
TXN00214,2026-01-31 02:03:15.840,Axis,Debit,Utilities,Regular,25.98,EUR,True,SUCCESS,283,
TXN00215,2026-01-31 02:03:50.400,SBI,Debit,E-commerce,New,467.06,INR,False,SUCCESS,405,
TXN00216,2026-01-31 02:04:24.960,ICICI,Rewards,Travel,VIP,932.41,INR,False,FAILED,6627,DECLINED
TXN00217,2026-01-31 02:04:59.520,SBI,Credit,E-commerce,VIP,897.18,INR,False,SUCCESS,456,
TXN00218,2026-01-31 02:05:34.080,Axis,Corporate,Food,New,3461.68,INR,False,SUCCESS,225,
TXN00219,2026-01-31 02:06:08.640,Axis,Corporate,Food,Regular,1849.17,INR,False,SUCCESS,314,
TXN00220,2026-01-31 02:06:43.200,HDFC,Rewards,Utilities,Regular,2540.56,INR,False,SUCCESS,3510,
TXN00221,2026-01-31 02:07:17.760,HDFC,Debit,Utilities,Regular,392.8,INR,False,SUCCESS,318,
TXN00222,2026-01-31 02:07:52.320,HDFC,Corporate,Travel,Regular,1982.23,INR,False,SUCCESS,74,
TXN00223,2026-01-31 02:08:26.880,HDFC,Corporate,E-commerce,Regular,329.85,INR,False,SUCCESS,50,
TXN00224,2026-01-31 02:09:01.440,SBI,Corporate,Utilities,VIP,14.03,AED,True,FAILED,101,DECLINED
TXN00225,2026-01-31 02:09:36.000,ICICI,Rewards,Food,Regular,2827.43,INR,False,SUCCESS,257,
TXN00226,2026-01-31 02:10:10.560,Kotak,Debit,Food,VIP,3127.94,INR,False,SUCCESS,111,
TXN00227,2026-01-31 02:10:45.120,Axis,Rewards,Food,New,217.57,INR,False,SUCCESS,244,
TXN00228,2026-01-31 02:11:19.680,Kotak,Credit,Food,VIP,1155.73,INR,False,SUCCESS,246,
TXN00229,2026-01-31 02:11:54.240,Axis,Credit,E-commerce,Regular,1.95,USD,True,SUCCESS,241,
TXN00230,2026-01-31 02:12:28.800,ICICI,Credit,E-commerce,New,299.36,INR,False,SUCCESS,316,
TXN00231,2026-01-31 02:13:03.360,HDFC,Rewards,Food,VIP,1139.69,INR,False,SUCCESS,156,
